1980-01-02,-0.019654
1980-01-03,-0.005687
1980-01-04,0.012282
1980-01-07,0.002813
1980-01-08,0.019472
1980-01-09,0.001835
1980-01-10,0.007306
1980-01-11,0.000000
1980-01-14,0.004539
1980-01-15,0.006321
1980-01-16,0.000000
1980-01-17,-0.003607
1980-01-18,0.003607
1980-01-21,0.008961
1980-01-22,-0.005367
1980-01-23,0.016897
1980-01-24,0.002642
1980-01-25,-0.000880
1980-01-28,0.010508
1980-01-29,-0.006116
1980-01-30,0.009594
1980-01-31,-0.008718
1980-02-01,0.007850
1980-02-04,-0.006100
1980-02-05,0.002619
1980-02-06,0.008681
1980-02-07,0.005172
1980-02-08,0.013664
1980-02-11,-0.006809
1980-02-12,0.006809
1980-02-13,0.004232
1980-02-14,-0.014462
1980-02-15,-0.011202
1980-02-18,0.000000
1980-02-19,-0.006957
1980-02-20,0.016443
1980-02-21,-0.010354
1980-02-22,-0.002605
1980-02-25,-0.014893
1980-02-26,0.006159
1980-02-27,-0.014135
1980-02-28,-0.000890
1980-02-29,0.012390
1980-03-03,-0.010610
1980-03-04,0.002663
1980-03-05,-0.015186
1980-03-06,-0.021839
1980-03-07,-0.016698
1980-03-10,-0.003749
1980-03-11,0.012133
1980-03-12,-0.008384
1980-03-13,-0.012235
1980-03-14,-0.001896
1980-03-17,-0.029853
1980-03-18,0.017442
1980-03-19,0.001919
1980-03-20,-0.011572
1980-03-21,-0.007790
1980-03-24,-0.029764
1980-03-25,-0.001008
1980-03-26,-0.005053
1980-03-27,-0.005079
1980-03-28,0.025140
1980-03-31,0.013807
1980-04-01,0.000979
1980-04-02,0.004880
1980-04-03,-0.004880
1980-04-07,-0.019763
1980-04-08,0.009931
1980-04-09,0.018601
1980-04-10,0.009653
1980-04-11,-0.002886
1980-04-14,-0.009681
1980-04-15,-0.001947
1980-04-16,-0.010779
1980-04-17,-0.003949
1980-04-18,-0.004958
1980-04-21,-0.007984
1980-04-22,0.035437
1980-04-23,0.002897
1980-04-24,0.006728
1980-04-25,0.007634
1980-04-28,0.003795
1980-04-29,0.002837
1980-04-30,0.003770
1980-05-01,-0.007554
1980-05-02,0.000947
1980-05-05,0.007547
1980-05-06,-0.001881
1980-05-07,0.009372
1980-05-08,-0.010314
1980-05-09,-0.013283
1980-05-12,0.000955
1980-05-13,0.014212
1980-05-14,0.004693
1980-05-15,0.001871
1980-05-16,0.002800
1980-05-19,0.003721
1980-05-20,-0.000929
1980-05-21,0.000929
1980-05-22,0.011998
1980-05-23,0.014572
1980-05-27,0.007207
1980-05-28,0.006264
1980-05-29,-0.016187
1980-05-30,0.008126
1980-06-02,-0.003604
1980-06-03,-0.002711
1980-06-04,0.018826
1980-06-05,0.001775
1980-06-06,0.003540
1980-06-09,0.004407
1980-06-10,0.008757
1980-06-11,0.011270
1980-06-12,-0.004320
1980-06-13,0.002594
1980-06-16,0.002587
1980-06-17,-0.000862
1980-06-18,0.002583
1980-06-19,-0.013853
1980-06-20,-0.005245
1980-06-23,0.003500
1980-06-24,0.005226
1980-06-25,0.013805
1980-06-26,-0.004294
1980-06-27,-0.001723
1980-06-30,-0.015639
1980-07-01,0.006111
1980-07-02,0.006938
1980-07-03,0.015438
1980-07-07,0.006785
1980-07-08,-0.004235
1980-07-09,0.001696
1980-07-10,-0.009366
1980-07-11,0.007669
1980-07-14,0.018503
1980-07-15,-0.005850
1980-07-16,0.002512
1980-07-17,0.014938
1980-07-18,0.004930
1980-07-21,0.004090
1980-07-22,-0.002452
1980-07-23,-0.002458
1980-07-24,-0.000821
1980-07-25,-0.008244
1980-07-28,0.004955
1980-07-29,0.008203
1980-07-30,-0.001635
1980-07-31,-0.004100
1980-08-01,-0.004117
1980-08-04,-0.001652
1980-08-05,-0.002482
1980-08-06,0.007429
1980-08-07,0.013883
1980-08-08,0.002430
1980-08-11,0.009662
1980-08-12,-0.008045
1980-08-13,-0.004047
1980-08-14,0.015292
1980-08-15,0.003986
1980-08-18,-0.018467
1980-08-19,-0.006504
1980-08-20,0.009740
1980-08-21,0.013638
1980-08-22,0.003976
1980-08-25,-0.006369
1980-08-26,-0.003200
1980-08-27,-0.010471
1980-08-28,-0.011401
1980-08-29,0.002454
1980-09-02,0.010565
1980-09-03,0.019216
1980-09-04,-0.005567
1980-09-05,-0.003995
1980-09-08,-0.012893
1980-09-09,0.006467
1980-09-10,0.005625
1980-09-11,0.007186
1980-09-12,-0.001592
1980-09-15,0.001592
1980-09-16,0.007924
1980-09-17,0.017215
1980-09-18,-0.003887
1980-09-19,0.006211
1980-09-22,0.009245
1980-09-23,-0.007698
1980-09-24,0.007698
1980-09-25,-0.013123
1980-09-26,-0.018824
1980-09-29,-0.022419
1980-09-30,0.016065
1980-10-01,0.012668
1980-10-02,0.007837
1980-10-03,0.009324
1980-10-06,0.018391
1980-10-07,-0.005329
1980-10-08,0.004570
1980-10-09,-0.004570
1980-10-10,-0.005358
1980-10-13,0.012962
